split_id,protocol,seed,fold,model_id,model_family,n_test_rows,n_test_papers,roc_auc,pr_auc,brier,mcc_at_mcc,f1_at_mcc,balanced_accuracy_at_mcc,sensitivity_at_mcc,specificity_at_mcc,precision_at_mcc,mcc_at_f1,f1_at_f1,balanced_accuracy_at_f1,sensitivity_at_f1,specificity_at_f1,precision_at_f1,mcc_at_balanced_accuracy,f1_at_balanced_accuracy,balanced_accuracy_at_balanced_accuracy,sensitivity_at_balanced_accuracy,specificity_at_balanced_accuracy,precision_at_balanced_accuracy,mcc_at_youden_j,f1_at_youden_j,balanced_accuracy_at_youden_j,sensitivity_at_youden_j,specificity_at_youden_j,precision_at_youden_j
extrapolation_grouped__seed-43__fold-2,extrapolation_grouped,43,2,knn_distance_sqrt,knn,868,21,0.705490269461078,0.8553105011124381,0.1844469459639291,0.2504677955619942,0.7310344827586207,0.6473652694610779,0.6347305389221557,0.66,0.8617886178861789,0.0,0.8697916666666666,0.5,1.0,0.0,0.7695852534562212,0.2504677955619942,0.7310344827586207,0.6473652694610779,0.6347305389221557,0.66,0.8617886178861789,0.2504677955619942,0.7310344827586207,0.6473652694610779,0.6347305389221557,0.66,0.8617886178861789
extrapolation_grouped__seed-43__fold-3,extrapolation_grouped,43,3,knn_distance_sqrt,knn,872,15,0.599140625,0.815272936424328,0.29591800980468,0.1006600382748406,0.6518254674977738,0.5598214285714285,0.5446428571428571,0.575,0.811529933481153,0.0,0.8704663212435233,0.5,1.0,0.0,0.7706422018348624,0.1006600382748406,0.6518254674977738,0.5598214285714285,0.5446428571428571,0.575,0.811529933481153,0.1006600382748406,0.6518254674977738,0.5598214285714285,0.5446428571428571,0.575,0.811529933481153
extrapolation_grouped__seed-43__fold-4,extrapolation_grouped,43,4,knn_distance_sqrt,knn,1018,14,0.7047554399969298,0.8622131053806652,0.22545786946081642,0.267324224021397,0.5386819484240688,0.6375206278543194,0.38419618528610355,0.8908450704225352,0.9009584664536742,0.0,0.8378995433789954,0.5,1.0,0.0,0.7210216110019646,0.267324224021397,0.5386819484240688,0.6375206278543194,0.38419618528610355,0.8908450704225352,0.9009584664536742,0.267324224021397,0.5386819484240688,0.6375206278543194,0.38419618528610355,0.8908450704225352,0.9009584664536742
interpolation_holdout__seed-44__fold-0,interpolation_holdout,44,0,knn_distance_sqrt,knn,898,83,0.8167153465181095,0.9295133300842566,0.18268384336500562,0.43846037375614105,0.8296529968454258,0.7414197584499088,0.7769571639586411,0.7058823529411765,0.8900169204737732,0.1820944448862571,0.8482805124747134,0.5640969943255112,0.9290989660265879,0.19909502262443438,0.7803970223325062,0.47853410368526744,0.8006756756756757,0.7754132217595594,0.7001477104874446,0.8506787330316742,0.9349112426035503,0.47853410368526744,0.8006756756756757,0.7754132217595594,0.7001477104874446,0.8506787330316742,0.9349112426035503
interpolation_stratified__seed-44__fold-0,interpolation_stratified,44,0,knn_distance_sqrt,knn,898,81,0.8206386974742176,0.9295583039050674,0.19006969095438797,0.44866414981684427,0.7915611814345992,0.75814579893996,0.6927621861152142,0.8235294117647058,0.9232283464566929,0.3558893979139228,0.8662952646239555,0.6494248648215108,0.9187592319054653,0.38009049773755654,0.8194993412384717,0.44866414981684427,0.7915611814345992,0.75814579893996,0.6927621861152142,0.8235294117647058,0.9232283464566929,0.44866414981684427,0.7915611814345992,0.75814579893996,0.6927621861152142,0.8235294117647058,0.9232283464566929
interpolation_stratified__seed-44__fold-1,interpolation_stratified,44,1,knn_distance_sqrt,knn,898,80,0.8517681814232338,0.941582629623731,0.1597154630365286,0.5325492104545414,0.8394458027709861,0.8011689848078761,0.7607090103397341,0.8416289592760181,0.9363636363636364,0.31358079263480876,0.8668478260869565,0.6159928350387991,0.9423929098966026,0.2895927601809955,0.8025157232704403,0.5459583367958144,0.833195020746888,0.8119297940742027,0.741506646971935,0.8823529411764706,0.9507575757575758,0.5459583367958144,0.833195020746888,0.8119297940742027,0.741506646971935,0.8823529411764706,0.9507575757575758
interpolation_stratified__seed-44__fold-2,interpolation_stratified,44,2,knn_distance_sqrt,knn,897,82,0.8184470256479118,0.9257279552251514,0.18756736966371557,0.4372443428868033,0.8110749185667753,0.7473445682825299,0.7355982274741507,0.759090909090909,0.9038112522686026,0.3098437255313477,0.8692722371967655,0.6081845038270445,0.9527326440177253,0.2636363636363636,0.7992565055762082,0.4505533249108264,0.7761452031114953,0.7611554988586008,0.6632200886262924,0.8590909090909091,0.9354166666666667,0.4505533249108264,0.7761452031114953,0.7611554988586008,0.6632200886262924,0.8590909090909091,0.9354166666666667
interpolation_stratified__seed-44__fold-3,interpolation_stratified,44,3,knn_distance_sqrt,knn,897,80,0.8406550376181423,0.9410472655481918,0.1805648170201552,0.46618881822114744,0.8163934426229508,0.7642707970762269,0.7366863905325444,0.7918552036199095,0.9154411764705882,0.3481364386664966,0.8670360110803325,0.6417507831534981,0.9260355029585798,0.3574660633484163,0.8151041666666666,0.46618881822114744,0.8163934426229508,0.7642707970762269,0.7366863905325444,0.7918552036199095,0.9154411764705882,0.46618881822114744,0.8163934426229508,0.7642707970762269,0.7366863905325444,0.7918552036199095,0.9154411764705882
interpolation_stratified__seed-44__fold-4,interpolation_stratified,44,4,knn_distance_sqrt,knn,897,79,0.8230976732978126,0.9319560595345194,0.1833546664464539,0.4795360597292236,0.7815491731940818,0.7778019491820397,0.6642011834319527,0.8914027149321267,0.9492600422832981,0.3050463998989763,0.8703208556149733,0.5991559345631744,0.9630177514792899,0.23529411764705882,0.7939024390243903,0.4795360597292236,0.7815491731940818,0.7778019491820397,0.6642011834319527,0.8914027149321267,0.9492600422832981,0.4795360597292236,0.7815491731940818,0.7778019491820397,0.6642011834319527,0.8914027149321267,0.9492600422832981
extrapolation_grouped__seed-44__fold-0,extrapolation_grouped,44,0,knn_distance_sqrt,knn,842,21,0.8027311803415877,0.9206700907165654,0.1569154103312772,0.44500207292665417,0.8007085916740478,0.7544562364487049,0.7118110236220473,0.7971014492753623,0.9149797570850202,-0.019687941587626497,0.8590785907859079,0.49921259842519683,0.9984251968503937,0.0,0.7538644470868014,0.44500207292665417,0.8007085916740478,0.7544562364487049,0.7118110236220473,0.7971014492753623,0.9149797570850202,0.44500207292665417,0.8007085916740478,0.7544562364487049,0.7118110236220473,0.7971014492753623,0.9149797570850202
