protocol,model_a,model_b,paired_fold_count,delta_roc_auc,wilcoxon_p_roc_auc,delta_pr_auc,wilcoxon_p_pr_auc,delta_brier,wilcoxon_p_brier,delta_mcc_at_mcc,wilcoxon_p_mcc_at_mcc,delta_f1_at_f1,wilcoxon_p_f1_at_f1,delta_balanced_accuracy_at_balanced_accuracy,wilcoxon_p_balanced_accuracy_at_balanced_accuracy,caveat
lopo,xgb_all_class_paper_weighted,xgb_physics_unweighted,86,0.05227956676644992,0.006590362299652499,0.037335845788782095,0.00048363317665158395,0.008798790130344935,0.22545950616486254,0.009853341041289392,0.34211718515391487,0.004372356864176286,0.7531523647659145,0.04412906444943579,0.01207567836783034,Exploratory paired test over identical outer folds; multiplicity is not adjusted.
lopo,xgb_all_focal_class_paper_weighted,xgb_all_unweighted,86,-0.27936523563046495,5.608014977243221e-08,-0.13372735729320054,6.622001472444702e-08,0.7177568146521341,1.5010371865330967e-15,-0.142341715196354,1.0353973000089297e-05,0.0029189693561501467,0.043114446783075355,-0.04098702755424793,0.09444847535994266,Exploratory paired test over identical outer folds; multiplicity is not adjusted.
lopo,xgb_all_focal_class_paper_weighted,xgb_physics_class_paper_weighted_monotone_o2,86,-0.24971386008456523,3.187269723094017e-07,-0.12463656533072281,6.540942311001715e-08,0.7028704634802933,1.3054145222518977e-15,-0.1295015319918356,2.548072127176258e-05,0.005165825728740602,0.12819017434510785,-0.04467018882781157,0.07893367062330277,Exploratory paired test over identical outer folds; multiplicity is not adjusted.
lopo,xgb_all_focal_class_paper_weighted,xgb_physics_focal_class_paper_weighted,86,0.003349431487901708,0.8784817434328712,0.0007462387018458792,0.463071015014588,-0.009901391905407573,0.05933611988090862,-0.012459214561249349,0.17971249487899976,0.0,1.0,-0.004408870962094635,0.8713178439868384,Exploratory paired test over identical outer folds; multiplicity is not adjusted.
lopo,xgb_all_focal_class_paper_weighted,xgb_physics_paper_bagging,86,-0.2751913113889488,2.061308542624944e-07,-0.1317732032559662,4.3448357963992e-07,0.7066080282879739,9.195710781382954e-16,-0.09970772631772472,0.0002966185452836241,0.0038776484327769367,0.10974463874701328,-0.043833690950564,0.06580638485627252,Exploratory paired test over identical outer folds; multiplicity is not adjusted.
lopo,xgb_all_focal_class_paper_weighted,xgb_physics_unweighted,86,-0.23729814126716364,1.2045798872249216e-06,-0.10782434832619849,1.2780965996384472e-06,0.7228948155509024,1.3518269426751866e-15,-0.139172683005183,9.891583717844079e-06,0.0065918813987274165,0.3454475304692257,-0.026298499985279226,0.1786274770962415,Exploratory paired test over identical outer folds; multiplicity is not adjusted.
lopo,xgb_all_unweighted,xgb_physics_class_paper_weighted_monotone_o2,86,0.029651375545899725,0.027498139849189043,0.00909079196247774,0.21809447610564103,-0.014886351171840879,0.007640308412580376,0.012840183204518405,0.5922552404276955,0.0022468563725904557,0.7212766990291557,-0.0036831612735636287,0.9589020850441718,Exploratory paired test over identical outer folds; multiplicity is not adjusted.
lopo,xgb_all_unweighted,xgb_physics_focal_class_paper_weighted,86,0.2827146671183666,5.995642959932775e-08,0.13447359599504644,6.217720117343024e-08,-0.7276582065575418,1.3998639167961595e-15,0.12988250063510468,1.0353973000089297e-05,-0.0029189693561501467,0.043114446783075355,0.03657815659215329,0.16601647758405536,Exploratory paired test over identical outer folds; multiplicity is not adjusted.
lopo,xgb_all_unweighted,xgb_physics_paper_bagging,86,0.004173924241516099,0.4046414825718154,0.0019541540372343224,0.6991989698961583,-0.011148786364160277,0.03182996269970035,0.04263398887862925,0.0897404802478987,0.0009586790766267899,0.7988593499960496,-0.0028466633963160574,0.7519666634021593,Exploratory paired test over identical outer folds; multiplicity is not adjusted.
lopo,xgb_all_unweighted,xgb_physics_unweighted,86,0.042067094363301284,0.003334412046857719,0.025903008967002088,0.0020761800723606352,0.00513800089876831,0.2619848258364972,0.003169032191170967,0.662859148837606,0.00367291204257727,0.8589549227374824,0.014688527568968714,0.34161143967639973,Exploratory paired test over identical outer folds; multiplicity is not adjusted.
lopo,xgb_physics_class_paper_weighted_monotone_o2,xgb_physics_focal_class_paper_weighted,86,0.25306329157246693,3.191679302568605e-07,0.12538280403256868,6.540942311001715e-08,-0.7127718553857009,1.0958877981486187e-15,0.11704231743058623,2.9269406681568084e-05,-0.005165825728740602,0.12819017434510785,0.04026131786571694,0.09336547950490441,Exploratory paired test over identical outer folds; multiplicity is not adjusted.
lopo,xgb_physics_class_paper_weighted_monotone_o2,xgb_physics_paper_bagging,86,-0.025477451304383635,0.0667122378033107,-0.007136637925243418,0.29906250553109226,0.0037375648076806026,0.4814137794231156,0.029793805674110847,0.1090498065889617,-0.0012881772959636658,0.9374729223624751,0.0008364978772475698,0.9199214881294597,Exploratory paired test over identical outer folds; multiplicity is not adjusted.
lopo,xgb_physics_class_paper_weighted_monotone_o2,xgb_physics_unweighted,86,0.012415718817401548,0.6548259117860196,0.016812217004524347,0.09332612155911285,0.020024352070609187,0.000664333585521724,-0.009671151013347439,0.9608091188492607,0.0014260556699868137,0.7988593499960496,0.01837168884253234,0.6294663981385217,Exploratory paired test over identical outer folds; multiplicity is not adjusted.
lopo,xgb_physics_focal_class_paper_weighted,xgb_physics_paper_bagging,86,-0.27854074287685054,2.1977122771638642e-07,-0.1325194419578121,4.3448357963992e-07,0.7165094201933815,9.195710781382954e-16,-0.08724851175647538,0.0003403219506981793,0.0038776484327769367,0.10974463874701328,-0.03942481998846937,0.10051608571371078,Exploratory paired test over identical outer folds; multiplicity is not adjusted.
lopo,xgb_physics_focal_class_paper_weighted,xgb_physics_unweighted,86,-0.24064757275506535,1.2048311174178263e-06,-0.10857058702804435,1.2780965996384472e-06,0.73279620745631,1.260572546488841e-15,-0.12671346844393366,1.0704361771454368e-05,0.0065918813987274165,0.3454475304692257,-0.02188962902318459,0.15016820502433756,Exploratory paired test over identical outer folds; multiplicity is not adjusted.
lopo,xgb_physics_paper_bagging,xgb_physics_unweighted,86,0.037893170121785176,0.005254553988643018,0.023948854929767765,0.0013403855568395384,0.016286787262928586,0.0003603779858393878,-0.039464956687458294,0.03262743086478149,0.0027142329659504798,0.47690655496758394,0.017535190965284768,0.6561412564853641,Exploratory paired test over identical outer folds; multiplicity is not adjusted.
