candidate_id,model_id,model_family,protocol,split_id,seed,fold,selected_hyperparameters
mlp_focal_inverse,mlp_focal_inverse,mlp,lopo,lopo__seed-42__fold-62,42,62,"{""activation"": ""relu"", ""alpha"": 0.001, ""batch_size"": 32, ""hidden_layer_sizes"": [64], ""learning_rate_init"": 0.001}"
mlp_focal_inverse,mlp_focal_inverse,mlp,lopo,lopo__seed-42__fold-63,42,63,"{""activation"": ""relu"", ""alpha"": 1e-05, ""batch_size"": 32, ""hidden_layer_sizes"": [128, 64], ""learning_rate_init"": 0.003}"
mlp_focal_inverse,mlp_focal_inverse,mlp,lopo,lopo__seed-42__fold-64,42,64,"{""activation"": ""relu"", ""alpha"": 0.001, ""batch_size"": 32, ""hidden_layer_sizes"": [64], ""learning_rate_init"": 0.001}"
mlp_focal_inverse,mlp_focal_inverse,mlp,lopo,lopo__seed-42__fold-65,42,65,"{""activation"": ""relu"", ""alpha"": 1e-05, ""batch_size"": 32, ""hidden_layer_sizes"": [128, 64], ""learning_rate_init"": 0.003}"
mlp_focal_inverse,mlp_focal_inverse,mlp,lopo,lopo__seed-42__fold-66,42,66,"{""activation"": ""relu"", ""alpha"": 0.1, ""batch_size"": 128, ""hidden_layer_sizes"": [64], ""learning_rate_init"": 0.003}"
mlp_focal_inverse,mlp_focal_inverse,mlp,lopo,lopo__seed-42__fold-67,42,67,"{""activation"": ""relu"", ""alpha"": 1e-05, ""batch_size"": 32, ""hidden_layer_sizes"": [128, 64], ""learning_rate_init"": 0.003}"
mlp_focal_inverse,mlp_focal_inverse,mlp,lopo,lopo__seed-42__fold-68,42,68,"{""activation"": ""relu"", ""alpha"": 0.001, ""batch_size"": 128, ""hidden_layer_sizes"": [32], ""learning_rate_init"": 0.003}"
mlp_focal_inverse,mlp_focal_inverse,mlp,lopo,lopo__seed-42__fold-69,42,69,"{""activation"": ""relu"", ""alpha"": 0.001, ""batch_size"": 32, ""hidden_layer_sizes"": [128, 64], ""learning_rate_init"": 0.003}"
mlp_focal_inverse,mlp_focal_inverse,mlp,lopo,lopo__seed-42__fold-70,42,70,"{""activation"": ""relu"", ""alpha"": 0.001, ""batch_size"": 32, ""hidden_layer_sizes"": [128, 64, 32], ""learning_rate_init"": 0.001}"
mlp_focal_inverse,mlp_focal_inverse,mlp,lopo,lopo__seed-42__fold-71,42,71,"{""activation"": ""relu"", ""alpha"": 0.001, ""batch_size"": 32, ""hidden_layer_sizes"": [32], ""learning_rate_init"": 0.003}"
mlp_focal_inverse,mlp_focal_inverse,mlp,lopo,lopo__seed-42__fold-72,42,72,"{""activation"": ""relu"", ""alpha"": 1e-05, ""batch_size"": 32, ""hidden_layer_sizes"": [128, 64], ""learning_rate_init"": 0.003}"
mlp_focal_inverse,mlp_focal_inverse,mlp,lopo,lopo__seed-42__fold-73,42,73,"{""activation"": ""relu"", ""alpha"": 0.001, ""batch_size"": 128, ""hidden_layer_sizes"": [32], ""learning_rate_init"": 0.003}"
mlp_focal_inverse,mlp_focal_inverse,mlp,lopo,lopo__seed-42__fold-74,42,74,"{""activation"": ""relu"", ""alpha"": 0.001, ""batch_size"": 32, ""hidden_layer_sizes"": [128, 64, 32], ""learning_rate_init"": 0.001}"
mlp_focal_inverse,mlp_focal_inverse,mlp,lopo,lopo__seed-42__fold-75,42,75,"{""activation"": ""relu"", ""alpha"": 0.001, ""batch_size"": 128, ""hidden_layer_sizes"": [32], ""learning_rate_init"": 0.003}"
mlp_focal_inverse,mlp_focal_inverse,mlp,lopo,lopo__seed-42__fold-76,42,76,"{""activation"": ""relu"", ""alpha"": 0.001, ""batch_size"": 32, ""hidden_layer_sizes"": [128, 64], ""learning_rate_init"": 0.001}"
mlp_focal_inverse,mlp_focal_inverse,mlp,lopo,lopo__seed-42__fold-77,42,77,"{""activation"": ""relu"", ""alpha"": 0.1, ""batch_size"": 128, ""hidden_layer_sizes"": [64], ""learning_rate_init"": 0.003}"
